date,state,total
8/8/2020,Pulau Pinang,15
9/8/2020,Pulau Pinang,1
10/8/2020,Pulau Pinang,19
11/8/2020,Pulau Pinang,18
12/8/2020,Pulau Pinang,15
13/8/2020,Pulau Pinang,19
14/8/2020,Pulau Pinang,21
15/8/2020,Pulau Pinang,17
16/8/2020,Pulau Pinang,13
17/8/2020,Pulau Pinang,16
18/8/2020,Pulau Pinang,18
19/8/2020,Pulau Pinang,13
20/8/2020,Pulau Pinang,15
21/8/2020,Pulau Pinang,29
22/8/2020,Pulau Pinang,9
23/8/2020,Pulau Pinang,9
24/8/2020,Pulau Pinang,65
25/8/2020,Pulau Pinang,41
26/8/2020,Pulau Pinang,9
27/8/2020,Pulau Pinang,17
28/8/2020,Pulau Pinang,26
29/8/2020,Pulau Pinang,12
30/8/2020,Pulau Pinang,5
31/8/2020,Pulau Pinang,81
1/9/2020,Pulau Pinang,19
2/9/2020,Pulau Pinang,14
3/9/2020,Pulau Pinang,20
4/9/2020,Pulau Pinang,14
5/9/2020,Pulau Pinang,13
6/9/2020,Pulau Pinang,6
7/9/2020,Pulau Pinang,61
8/9/2020,Pulau Pinang,84
9/9/2020,Pulau Pinang,23
10/9/2020,Pulau Pinang,7
11/9/2020,Pulau Pinang,14
12/9/2020,Pulau Pinang,17
13/9/2020,Pulau Pinang,9
14/9/2020,Pulau Pinang,70
15/9/2020,Pulau Pinang,100
16/9/2020,Pulau Pinang,5
17/9/2020,Pulau Pinang,23
18/9/2020,Pulau Pinang,18
19/9/2020,Pulau Pinang,15
20/9/2020,Pulau Pinang,2
21/9/2020,Pulau Pinang,87
22/9/2020,Pulau Pinang,29
23/9/2020,Pulau Pinang,12
24/9/2020,Pulau Pinang,15
25/9/2020,Pulau Pinang,32
26/9/2020,Pulau Pinang,19
27/9/2020,Pulau Pinang,7
28/9/2020,Pulau Pinang,57
29/9/2020,Pulau Pinang,69
30/9/2020,Pulau Pinang,81
1/10/2020,Pulau Pinang,48
2/10/2020,Pulau Pinang,14
3/10/2020,Pulau Pinang,12
4/10/2020,Pulau Pinang,7
5/10/2020,Pulau Pinang,120
6/10/2020,Pulau Pinang,36
7/10/2020,Pulau Pinang,15
8/10/2020,Pulau Pinang,21
9/10/2020,Pulau Pinang,20
10/10/2020,Pulau Pinang,26
11/10/2020,Pulau Pinang,4
12/10/2020,Pulau Pinang,89
13/10/2020,Pulau Pinang,44
14/10/2020,Pulau Pinang,22
15/10/2020,Pulau Pinang,11
16/10/2020,Pulau Pinang,17
17/10/2020,Pulau Pinang,27
18/10/2020,Pulau Pinang,8
19/10/2020,Pulau Pinang,28
20/10/2020,Pulau Pinang,77
21/10/2020,Pulau Pinang,17
22/10/2020,Pulau Pinang,22
23/10/2020,Pulau Pinang,26
24/10/2020,Pulau Pinang,12
25/10/2020,Pulau Pinang,1
26/10/2020,Pulau Pinang,75
27/10/2020,Pulau Pinang,16
28/10/2020,Pulau Pinang,17
29/10/2020,Pulau Pinang,9
30/10/2020,Pulau Pinang,22
31/10/2020,Pulau Pinang,21
1/11/2020,Pulau Pinang,5
2/11/2020,Pulau Pinang,20
3/11/2020,Pulau Pinang,13
4/11/2020,Pulau Pinang,17
5/11/2020,Pulau Pinang,20
6/11/2020,Pulau Pinang,14
7/11/2020,Pulau Pinang,13
8/11/2020,Pulau Pinang,5
9/11/2020,Pulau Pinang,16
10/11/2020,Pulau Pinang,16
11/11/2020,Pulau Pinang,7
12/11/2020,Pulau Pinang,15
13/11/2020,Pulau Pinang,8
14/11/2020,Pulau Pinang,0
15/11/2020,Pulau Pinang,3
16/11/2020,Pulau Pinang,18
17/11/2020,Pulau Pinang,20
18/11/2020,Pulau Pinang,13
19/11/2020,Pulau Pinang,10
20/11/2020,Pulau Pinang,24
21/11/2020,Pulau Pinang,6
22/11/2020,Pulau Pinang,3
23/11/2020,Pulau Pinang,33
24/11/2020,Pulau Pinang,15
25/11/2020,Pulau Pinang,14
26/11/2020,Pulau Pinang,10
27/11/2020,Pulau Pinang,13
28/11/2020,Pulau Pinang,11
29/11/2020,Pulau Pinang,3
30/11/2020,Pulau Pinang,18
1/12/2020,Pulau Pinang,15
2/12/2020,Pulau Pinang,19
3/12/2020,Pulau Pinang,19
4/12/2020,Pulau Pinang,24
5/12/2020,Pulau Pinang,16
6/12/2020,Pulau Pinang,4
7/12/2020,Pulau Pinang,22
8/12/2020,Pulau Pinang,17
9/12/2020,Pulau Pinang,14
10/12/2020,Pulau Pinang,21
11/12/2020,Pulau Pinang,18
12/12/2020,Pulau Pinang,9
13/12/2020,Pulau Pinang,1
14/12/2020,Pulau Pinang,24
15/12/2020,Pulau Pinang,24
16/12/2020,Pulau Pinang,17
17/12/2020,Pulau Pinang,18
18/12/2020,Pulau Pinang,16
19/12/2020,Pulau Pinang,11
20/12/2020,Pulau Pinang,7
21/12/2020,Pulau Pinang,11
22/12/2020,Pulau Pinang,17
23/12/2020,Pulau Pinang,21
24/12/2020,Pulau Pinang,15
25/12/2020,Pulau Pinang,5
26/12/2020,Pulau Pinang,16
27/12/2020,Pulau Pinang,7
28/12/2020,Pulau Pinang,21
29/12/2020,Pulau Pinang,21
30/12/2020,Pulau Pinang,20
31/12/2020,Pulau Pinang,21
1/1/2021,Pulau Pinang,0
2/1/2021,Pulau Pinang,4
3/1/2021,Pulau Pinang,0
4/1/2021,Pulau Pinang,11
5/1/2021,Pulau Pinang,9
6/1/2021,Pulau Pinang,8
7/1/2021,Pulau Pinang,16
8/1/2021,Pulau Pinang,17
9/1/2021,Pulau Pinang,12
10/1/2021,Pulau Pinang,3
11/1/2021,Pulau Pinang,16
12/1/2021,Pulau Pinang,9
13/1/2021,Pulau Pinang,14
14/1/2021,Pulau Pinang,13
15/1/2021,Pulau Pinang,8
16/1/2021,Pulau Pinang,6
17/1/2021,Pulau Pinang,2
18/1/2021,Pulau Pinang,15
19/1/2021,Pulau Pinang,15
20/1/2021,Pulau Pinang,10
21/1/2021,Pulau Pinang,13
22/1/2021,Pulau Pinang,17
23/1/2021,Pulau Pinang,12
24/1/2021,Pulau Pinang,3
25/1/2021,Pulau Pinang,18
26/1/2021,Pulau Pinang,18
27/1/2021,Pulau Pinang,11
28/1/2021,Pulau Pinang,9
29/1/2021,Pulau Pinang,13
30/1/2021,Pulau Pinang,12
31/1/2021,Pulau Pinang,1
1/2/2021,Pulau Pinang,14
2/2/2021,Pulau Pinang,17
3/2/2021,Pulau Pinang,11
4/2/2021,Pulau Pinang,16
5/2/2021,Pulau Pinang,17
6/2/2021,Pulau Pinang,12
7/2/2021,Pulau Pinang,3
8/2/2021,Pulau Pinang,15
9/2/2021,Pulau Pinang,11
10/2/2021,Pulau Pinang,11
11/2/2021,Pulau Pinang,17
12/2/2021,Pulau Pinang,3
13/2/2021,Pulau Pinang,5
14/2/2021,Pulau Pinang,2
15/2/2021,Pulau Pinang,11
16/2/2021,Pulau Pinang,11
17/2/2021,Pulau Pinang,15
18/2/2021,Pulau Pinang,9
19/2/2021,Pulau Pinang,25
20/2/2021,Pulau Pinang,16
21/2/2021,Pulau Pinang,6
22/2/2021,Pulau Pinang,21
23/2/2021,Pulau Pinang,10
24/2/2021,Pulau Pinang,12
25/2/2021,Pulau Pinang,10
26/2/2021,Pulau Pinang,12
27/2/2021,Pulau Pinang,13
28/2/2021,Pulau Pinang,17
1/3/2021,Pulau Pinang,17
2/3/2021,Pulau Pinang,20
3/3/2021,Pulau Pinang,15
4/3/2021,Pulau Pinang,20
5/3/2021,Pulau Pinang,14
6/3/2021,Pulau Pinang,4
7/3/2021,Pulau Pinang,2
8/3/2021,Pulau Pinang,9
9/3/2021,Pulau Pinang,12
10/3/2021,Pulau Pinang,14
11/3/2021,Pulau Pinang,14
12/3/2021,Pulau Pinang,17
13/3/2021,Pulau Pinang,7
14/3/2021,Pulau Pinang,5
15/3/2021,Pulau Pinang,14
16/3/2021,Pulau Pinang,13
17/3/2021,Pulau Pinang,21
18/3/2021,Pulau Pinang,15
19/3/2021,Pulau Pinang,10
20/3/2021,Pulau Pinang,13
21/3/2021,Pulau Pinang,5
22/3/2021,Pulau Pinang,6
23/3/2021,Pulau Pinang,18
24/3/2021,Pulau Pinang,17
25/3/2021,Pulau Pinang,17
26/3/2021,Pulau Pinang,14
27/3/2021,Pulau Pinang,9
28/3/2021,Pulau Pinang,3
29/3/2021,Pulau Pinang,11
30/3/2021,Pulau Pinang,13
31/3/2021,Pulau Pinang,11
1/4/2021,Pulau Pinang,10
2/4/2021,Pulau Pinang,8
3/4/2021,Pulau Pinang,9
4/4/2021,Pulau Pinang,0
5/4/2021,Pulau Pinang,16
6/4/2021,Pulau Pinang,15
7/4/2021,Pulau Pinang,13
8/4/2021,Pulau Pinang,13
9/4/2021,Pulau Pinang,19
10/4/2021,Pulau Pinang,17
11/4/2021,Pulau Pinang,1
12/4/2021,Pulau Pinang,15
13/4/2021,Pulau Pinang,15
14/4/2021,Pulau Pinang,26
15/4/2021,Pulau Pinang,12
16/4/2021,Pulau Pinang,8
17/4/2021,Pulau Pinang,13
18/4/2021,Pulau Pinang,10
19/4/2021,Pulau Pinang,18
20/4/2021,Pulau Pinang,6
21/4/2021,Pulau Pinang,8
22/4/2021,Pulau Pinang,13
23/4/2021,Pulau Pinang,12
24/4/2021,Pulau Pinang,10
25/4/2021,Pulau Pinang,1
26/4/2021,Pulau Pinang,4
27/4/2021,Pulau Pinang,4
28/4/2021,Pulau Pinang,13
29/4/2021,Pulau Pinang,7
30/4/2021,Pulau Pinang,9
1/5/2021,Pulau Pinang,0
2/5/2021,Pulau Pinang,1
3/5/2021,Pulau Pinang,5
4/5/2021,Pulau Pinang,11
5/5/2021,Pulau Pinang,10
6/5/2021,Pulau Pinang,9
7/5/2021,Pulau Pinang,7
8/5/2021,Pulau Pinang,6
9/5/2021,Pulau Pinang,3
10/5/2021,Pulau Pinang,8
11/5/2021,Pulau Pinang,8
12/5/2021,Pulau Pinang,3
13/5/2021,Pulau Pinang,0
14/5/2021,Pulau Pinang,2
15/5/2021,Pulau Pinang,9
16/5/2021,Pulau Pinang,3
17/5/2021,Pulau Pinang,9
18/5/2021,Pulau Pinang,12
19/5/2021,Pulau Pinang,13
20/5/2021,Pulau Pinang,7
21/5/2021,Pulau Pinang,12
22/5/2021,Pulau Pinang,10
23/5/2021,Pulau Pinang,1
24/5/2021,Pulau Pinang,11
25/5/2021,Pulau Pinang,9
26/5/2021,Pulau Pinang,3
27/5/2021,Pulau Pinang,8
28/5/2021,Pulau Pinang,10
29/5/2021,Pulau Pinang,6
30/5/2021,Pulau Pinang,2
31/5/2021,Pulau Pinang,12
1/6/2021,Pulau Pinang,10
2/6/2021,Pulau Pinang,11
3/6/2021,Pulau Pinang,7
4/6/2021,Pulau Pinang,10
5/6/2021,Pulau Pinang,9
6/6/2021,Pulau Pinang,2
7/6/2021,Pulau Pinang,2
8/6/2021,Pulau Pinang,10
9/6/2021,Pulau Pinang,15
10/6/2021,Pulau Pinang,6
11/6/2021,Pulau Pinang,12
12/6/2021,Pulau Pinang,10
13/6/2021,Pulau Pinang,7
14/6/2021,Pulau Pinang,6
15/6/2021,Pulau Pinang,8
16/6/2021,Pulau Pinang,13
17/6/2021,Pulau Pinang,17
18/6/2021,Pulau Pinang,13
19/6/2021,Pulau Pinang,9
20/6/2021,Pulau Pinang,3
21/6/2021,Pulau Pinang,6
22/6/2021,Pulau Pinang,8
23/6/2021,Pulau Pinang,7
24/6/2021,Pulau Pinang,6
25/6/2021,Pulau Pinang,9
26/6/2021,Pulau Pinang,7
27/6/2021,Pulau Pinang,0
28/6/2021,Pulau Pinang,15
29/6/2021,Pulau Pinang,4
30/6/2021,Pulau Pinang,15
1/7/2021,Pulau Pinang,6
2/7/2021,Pulau Pinang,10
3/7/2021,Pulau Pinang,13
4/7/2021,Pulau Pinang,5
5/7/2021,Pulau Pinang,5
6/7/2021,Pulau Pinang,13
7/7/2021,Pulau Pinang,8
8/7/2021,Pulau Pinang,11
9/7/2021,Pulau Pinang,8
10/7/2021,Pulau Pinang,2
11/7/2021,Pulau Pinang,1
12/7/2021,Pulau Pinang,17
13/7/2021,Pulau Pinang,13
14/7/2021,Pulau Pinang,11
15/7/2021,Pulau Pinang,14
16/7/2021,Pulau Pinang,9
17/7/2021,Pulau Pinang,8
18/7/2021,Pulau Pinang,0
19/7/2021,Pulau Pinang,9
20/7/2021,Pulau Pinang,4
21/7/2021,Pulau Pinang,12
22/7/2021,Pulau Pinang,10
23/7/2021,Pulau Pinang,8
24/7/2021,Pulau Pinang,9
25/7/2021,Pulau Pinang,2
26/7/2021,Pulau Pinang,7
27/7/2021,Pulau Pinang,4
28/7/2021,Pulau Pinang,10
29/7/2021,Pulau Pinang,6
30/7/2021,Pulau Pinang,8
31/7/2021,Pulau Pinang,6
1/8/2021,Pulau Pinang,1
2/8/2021,Pulau Pinang,3
3/8/2021,Pulau Pinang,7
4/8/2021,Pulau Pinang,4
5/8/2021,Pulau Pinang,8
6/8/2021,Pulau Pinang,5
7/8/2021,Pulau Pinang,5
8/8/2021,Pulau Pinang,0
9/8/2021,Pulau Pinang,14
10/8/2021,Pulau Pinang,3
11/8/2021,Pulau Pinang,7
12/8/2021,Pulau Pinang,6
13/8/2021,Pulau Pinang,5
14/8/2021,Pulau Pinang,6
15/8/2021,Pulau Pinang,4
16/8/2021,Pulau Pinang,9
17/8/2021,Pulau Pinang,7
18/8/2021,Pulau Pinang,0
19/8/2021,Pulau Pinang,3
20/8/2021,Pulau Pinang,5
21/8/2021,Pulau Pinang,6
22/8/2021,Pulau Pinang,1
23/8/2021,Pulau Pinang,5
24/8/2021,Pulau Pinang,7
25/8/2021,Pulau Pinang,6
26/8/2021,Pulau Pinang,6
27/8/2021,Pulau Pinang,5
28/8/2021,Pulau Pinang,9
29/8/2021,Pulau Pinang,0
30/8/2021,Pulau Pinang,5
31/8/2021,Pulau Pinang,0
1/9/2021,Pulau Pinang,3
2/9/2021,Pulau Pinang,11
3/9/2021,Pulau Pinang,2
4/9/2021,Pulau Pinang,5
5/9/2021,Pulau Pinang,2
6/9/2021,Pulau Pinang,4
7/9/2021,Pulau Pinang,14
8/9/2021,Pulau Pinang,4
9/9/2021,Pulau Pinang,10
10/9/2021,Pulau Pinang,6
11/9/2021,Pulau Pinang,4
12/9/2021,Pulau Pinang,5
13/9/2021,Pulau Pinang,2
14/9/2021,Pulau Pinang,10
15/9/2021,Pulau Pinang,5
16/9/2021,Pulau Pinang,1
17/9/2021,Pulau Pinang,6
18/9/2021,Pulau Pinang,6
19/9/2021,Pulau Pinang,0
20/9/2021,Pulau Pinang,4
21/9/2021,Pulau Pinang,10
22/9/2021,Pulau Pinang,11
23/9/2021,Pulau Pinang,3
24/9/2021,Pulau Pinang,12
25/9/2021,Pulau Pinang,4
26/9/2021,Pulau Pinang,0
27/9/2021,Pulau Pinang,10
28/9/2021,Pulau Pinang,11
29/9/2021,Pulau Pinang,5
30/9/2021,Pulau Pinang,8
1/10/2021,Pulau Pinang,0
2/10/2021,Pulau Pinang,6
3/10/2021,Pulau Pinang,4
4/10/2021,Pulau Pinang,5
5/10/2021,Pulau Pinang,4
6/10/2021,Pulau Pinang,4
7/10/2021,Pulau Pinang,5
8/10/2021,Pulau Pinang,7
9/10/2021,Pulau Pinang,8
10/10/2021,Pulau Pinang,4
11/10/2021,Pulau Pinang,16
12/10/2021,Pulau Pinang,10
13/10/2021,Pulau Pinang,10
14/10/2021,Pulau Pinang,11
15/10/2021,Pulau Pinang,10
16/10/2021,Pulau Pinang,10
17/10/2021,Pulau Pinang,2
18/10/2021,Pulau Pinang,12
19/10/2021,Pulau Pinang,2
20/10/2021,Pulau Pinang,23
21/10/2021,Pulau Pinang,9
22/10/2021,Pulau Pinang,8
23/10/2021,Pulau Pinang,9
24/10/2021,Pulau Pinang,1
25/10/2021,Pulau Pinang,5
26/10/2021,Pulau Pinang,10
27/10/2021,Pulau Pinang,7
28/10/2021,Pulau Pinang,6
29/10/2021,Pulau Pinang,6
30/10/2021,Pulau Pinang,7
31/10/2021,Pulau Pinang,3
1/11/2021,Pulau Pinang,6
2/11/2021,Pulau Pinang,8
3/11/2021,Pulau Pinang,8
4/11/2021,Pulau Pinang,3
5/11/2021,Pulau Pinang,11
6/11/2021,Pulau Pinang,6
7/11/2021,Pulau Pinang,5
8/11/2021,Pulau Pinang,12
9/11/2021,Pulau Pinang,11
10/11/2021,Pulau Pinang,10
11/11/2021,Pulau Pinang,6
12/11/2021,Pulau Pinang,13
13/11/2021,Pulau Pinang,2
14/11/2021,Pulau Pinang,4
15/11/2021,Pulau Pinang,14
16/11/2021,Pulau Pinang,9
17/11/2021,Pulau Pinang,5
18/11/2021,Pulau Pinang,11
19/11/2021,Pulau Pinang,8
20/11/2021,Pulau Pinang,16
21/11/2021,Pulau Pinang,1
22/11/2021,Pulau Pinang,12
23/11/2021,Pulau Pinang,16
24/11/2021,Pulau Pinang,10
25/11/2021,Pulau Pinang,9
26/11/2021,Pulau Pinang,12
27/11/2021,Pulau Pinang,5
28/11/2021,Pulau Pinang,2
29/11/2021,Pulau Pinang,29
30/11/2021,Pulau Pinang,6
1/12/2021,Pulau Pinang,19
2/12/2021,Pulau Pinang,6
3/12/2021,Pulau Pinang,18
4/12/2021,Pulau Pinang,7
5/12/2021,Pulau Pinang,2
6/12/2021,Pulau Pinang,5
7/12/2021,Pulau Pinang,9
8/12/2021,Pulau Pinang,8
9/12/2021,Pulau Pinang,7
10/12/2021,Pulau Pinang,2
11/12/2021,Pulau Pinang,1
12/12/2021,Pulau Pinang,3
13/12/2021,Pulau Pinang,11
14/12/2021,Pulau Pinang,9
15/12/2021,Pulau Pinang,9
16/12/2021,Pulau Pinang,5
17/12/2021,Pulau Pinang,6
18/12/2021,Pulau Pinang,2
19/12/2021,Pulau Pinang,0
20/12/2021,Pulau Pinang,4
21/12/2021,Pulau Pinang,4
22/12/2021,Pulau Pinang,8
23/12/2021,Pulau Pinang,10
24/12/2021,Pulau Pinang,10
25/12/2021,Pulau Pinang,3
26/12/2021,Pulau Pinang,2
27/12/2021,Pulau Pinang,7
28/12/2021,Pulau Pinang,4
29/12/2021,Pulau Pinang,13
30/12/2021,Pulau Pinang,4
31/12/2021,Pulau Pinang,11
1/1/2022,Pulau Pinang,2
2/1/2022,Pulau Pinang,5
3/1/2022,Pulau Pinang,8
4/1/2022,Pulau Pinang,3
5/1/2022,Pulau Pinang,4
6/1/2022,Pulau Pinang,4
7/1/2022,Pulau Pinang,11
8/1/2022,Pulau Pinang,8
9/1/2022,Pulau Pinang,0
10/1/2022,Pulau Pinang,3
11/1/2022,Pulau Pinang,8
12/1/2022,Pulau Pinang,8
13/1/2022,Pulau Pinang,6
14/1/2022,Pulau Pinang,9
15/1/2022,Pulau Pinang,2
16/1/2022,Pulau Pinang,2
17/1/2022,Pulau Pinang,9
18/1/2022,Pulau Pinang,1
19/1/2022,Pulau Pinang,1
20/1/2022,Pulau Pinang,15
21/1/2022,Pulau Pinang,2
22/1/2022,Pulau Pinang,8
23/1/2022,Pulau Pinang,1
24/1/2022,Pulau Pinang,2
25/1/2022,Pulau Pinang,3
26/1/2022,Pulau Pinang,8
27/1/2022,Pulau Pinang,11
28/1/2022,Pulau Pinang,5
29/1/2022,Pulau Pinang,5
30/1/2022,Pulau Pinang,0
31/1/2022,Pulau Pinang,7
1/2/2022,Pulau Pinang,1
2/2/2022,Pulau Pinang,3
3/2/2022,Pulau Pinang,13
4/2/2022,Pulau Pinang,8
5/2/2022,Pulau Pinang,8
6/2/2022,Pulau Pinang,0
7/2/2022,Pulau Pinang,9
8/2/2022,Pulau Pinang,3
9/2/2022,Pulau Pinang,11
10/2/2022,Pulau Pinang,11
11/2/2022,Pulau Pinang,13
12/2/2022,Pulau Pinang,5
13/2/2022,Pulau Pinang,1
14/2/2022,Pulau Pinang,6
15/2/2022,Pulau Pinang,16
16/2/2022,Pulau Pinang,13
17/2/2022,Pulau Pinang,5
18/2/2022,Pulau Pinang,6
19/2/2022,Pulau Pinang,3
20/2/2022,Pulau Pinang,2
21/2/2022,Pulau Pinang,3
22/2/2022,Pulau Pinang,16
23/2/2022,Pulau Pinang,6
24/2/2022,Pulau Pinang,13
25/2/2022,Pulau Pinang,10
26/2/2022,Pulau Pinang,8
27/2/2022,Pulau Pinang,2
28/2/2022,Pulau Pinang,14
1/3/2022,Pulau Pinang,14
2/3/2022,Pulau Pinang,9
3/3/2022,Pulau Pinang,6
4/3/2022,Pulau Pinang,9
5/3/2022,Pulau Pinang,8
6/3/2022,Pulau Pinang,0
7/3/2022,Pulau Pinang,15
8/3/2022,Pulau Pinang,13
9/3/2022,Pulau Pinang,9
10/3/2022,Pulau Pinang,10
11/3/2022,Pulau Pinang,9
12/3/2022,Pulau Pinang,9
13/3/2022,Pulau Pinang,3
14/3/2022,Pulau Pinang,12
15/3/2022,Pulau Pinang,8
16/3/2022,Pulau Pinang,9
17/3/2022,Pulau Pinang,6
18/3/2022,Pulau Pinang,14
19/3/2022,Pulau Pinang,11
20/3/2022,Pulau Pinang,7
21/3/2022,Pulau Pinang,9
22/3/2022,Pulau Pinang,12
23/3/2022,Pulau Pinang,10
24/3/2022,Pulau Pinang,17
25/3/2022,Pulau Pinang,14
26/3/2022,Pulau Pinang,10
27/3/2022,Pulau Pinang,4
28/3/2022,Pulau Pinang,19
29/3/2022,Pulau Pinang,16
30/3/2022,Pulau Pinang,18
31/3/2022,Pulau Pinang,14
1/4/2022,Pulau Pinang,11
2/4/2022,Pulau Pinang,8
3/4/2022,Pulau Pinang,7
4/4/2022,Pulau Pinang,19
5/4/2022,Pulau Pinang,10
6/4/2022,Pulau Pinang,7
7/4/2022,Pulau Pinang,14
8/4/2022,Pulau Pinang,12
9/4/2022,Pulau Pinang,13
10/4/2022,Pulau Pinang,10
11/4/2022,Pulau Pinang,10
12/4/2022,Pulau Pinang,13
13/4/2022,Pulau Pinang,49
14/4/2022,Pulau Pinang,82
15/4/2022,Pulau Pinang,51
16/4/2022,Pulau Pinang,15
17/4/2022,Pulau Pinang,3
18/4/2022,Pulau Pinang,55
19/4/2022,Pulau Pinang,12
20/4/2022,Pulau Pinang,48
21/4/2022,Pulau Pinang,78
22/4/2022,Pulau Pinang,66
23/4/2022,Pulau Pinang,13
24/4/2022,Pulau Pinang,7
25/4/2022,Pulau Pinang,98
26/4/2022,Pulau Pinang,78
27/4/2022,Pulau Pinang,91
28/4/2022,Pulau Pinang,58
29/4/2022,Pulau Pinang,31
30/4/2022,Pulau Pinang,4
1/5/2022,Pulau Pinang,0
2/5/2022,Pulau Pinang,1
3/5/2022,Pulau Pinang,3
4/5/2022,Pulau Pinang,3
5/5/2022,Pulau Pinang,12
6/5/2022,Pulau Pinang,16
7/5/2022,Pulau Pinang,15
8/5/2022,Pulau Pinang,8
9/5/2022,Pulau Pinang,27
10/5/2022,Pulau Pinang,37
11/5/2022,Pulau Pinang,38
12/5/2022,Pulau Pinang,35
13/5/2022,Pulau Pinang,35
14/5/2022,Pulau Pinang,12
15/5/2022,Pulau Pinang,6
16/5/2022,Pulau Pinang,7
17/5/2022,Pulau Pinang,43
18/5/2022,Pulau Pinang,18
19/5/2022,Pulau Pinang,52
20/5/2022,Pulau Pinang,35
21/5/2022,Pulau Pinang,20
22/5/2022,Pulau Pinang,21
23/5/2022,Pulau Pinang,42
24/5/2022,Pulau Pinang,29
25/5/2022,Pulau Pinang,39
26/5/2022,Pulau Pinang,56
27/5/2022,Pulau Pinang,43
28/5/2022,Pulau Pinang,22
29/5/2022,Pulau Pinang,164
30/5/2022,Pulau Pinang,39
31/5/2022,Pulau Pinang,46
1/6/2022,Pulau Pinang,25
2/6/2022,Pulau Pinang,48
3/6/2022,Pulau Pinang,36
4/6/2022,Pulau Pinang,50
5/6/2022,Pulau Pinang,17
6/6/2022,Pulau Pinang,3
7/6/2022,Pulau Pinang,42
8/6/2022,Pulau Pinang,34
9/6/2022,Pulau Pinang,60
10/6/2022,Pulau Pinang,36
11/6/2022,Pulau Pinang,18
12/6/2022,Pulau Pinang,20
13/6/2022,Pulau Pinang,16
14/6/2022,Pulau Pinang,30
15/6/2022,Pulau Pinang,36
16/6/2022,Pulau Pinang,59
17/6/2022,Pulau Pinang,45
18/6/2022,Pulau Pinang,104
19/6/2022,Pulau Pinang,6
20/6/2022,Pulau Pinang,31
21/6/2022,Pulau Pinang,105
22/6/2022,Pulau Pinang,44
23/6/2022,Pulau Pinang,40
24/6/2022,Pulau Pinang,49
25/6/2022,Pulau Pinang,23
26/6/2022,Pulau Pinang,78
27/6/2022,Pulau Pinang,44
28/6/2022,Pulau Pinang,34
29/6/2022,Pulau Pinang,40
30/6/2022,Pulau Pinang,65
1/7/2022,Pulau Pinang,50
2/7/2022,Pulau Pinang,24
3/7/2022,Pulau Pinang,16
4/7/2022,Pulau Pinang,62
5/7/2022,Pulau Pinang,45
6/7/2022,Pulau Pinang,104
7/7/2022,Pulau Pinang,5
8/7/2022,Pulau Pinang,27
9/7/2022,Pulau Pinang,13
10/7/2022,Pulau Pinang,2
11/7/2022,Pulau Pinang,5
12/7/2022,Pulau Pinang,29
13/7/2022,Pulau Pinang,33
14/7/2022,Pulau Pinang,102
15/7/2022,Pulau Pinang,43
16/7/2022,Pulau Pinang,58
17/7/2022,Pulau Pinang,48
18/7/2022,Pulau Pinang,39
19/7/2022,Pulau Pinang,46
20/7/2022,Pulau Pinang,45
21/7/2022,Pulau Pinang,43
22/7/2022,Pulau Pinang,65
23/7/2022,Pulau Pinang,62
24/7/2022,Pulau Pinang,158
25/7/2022,Pulau Pinang,42
26/7/2022,Pulau Pinang,23
27/7/2022,Pulau Pinang,171
28/7/2022,Pulau Pinang,28
29/7/2022,Pulau Pinang,32
30/7/2022,Pulau Pinang,44
31/7/2022,Pulau Pinang,73
1/8/2022,Pulau Pinang,29
2/8/2022,Pulau Pinang,27
3/8/2022,Pulau Pinang,40
4/8/2022,Pulau Pinang,42
5/8/2022,Pulau Pinang,52
6/8/2022,Pulau Pinang,12
7/8/2022,Pulau Pinang,2
8/8/2022,Pulau Pinang,31
9/8/2022,Pulau Pinang,20
10/8/2022,Pulau Pinang,42
11/8/2022,Pulau Pinang,32
12/8/2022,Pulau Pinang,25
13/8/2022,Pulau Pinang,17
14/8/2022,Pulau Pinang,92
15/8/2022,Pulau Pinang,24
16/8/2022,Pulau Pinang,48
17/8/2022,Pulau Pinang,38
18/8/2022,Pulau Pinang,71
19/8/2022,Pulau Pinang,39
20/8/2022,Pulau Pinang,20
21/8/2022,Pulau Pinang,47
22/8/2022,Pulau Pinang,16
23/8/2022,Pulau Pinang,24
24/8/2022,Pulau Pinang,30
25/8/2022,Pulau Pinang,29
26/8/2022,Pulau Pinang,47
27/8/2022,Pulau Pinang,12
28/8/2022,Pulau Pinang,36
29/8/2022,Pulau Pinang,85
30/8/2022,Pulau Pinang,23
31/8/2022,Pulau Pinang,3
1/9/2022,Pulau Pinang,21
2/9/2022,Pulau Pinang,28
3/9/2022,Pulau Pinang,34
4/9/2022,Pulau Pinang,9
5/9/2022,Pulau Pinang,27
6/9/2022,Pulau Pinang,23
7/9/2022,Pulau Pinang,18
8/9/2022,Pulau Pinang,29
9/9/2022,Pulau Pinang,19
10/9/2022,Pulau Pinang,35
11/9/2022,Pulau Pinang,113
12/9/2022,Pulau Pinang,32
13/9/2022,Pulau Pinang,26
14/9/2022,Pulau Pinang,53
15/9/2022,Pulau Pinang,36
16/9/2022,Pulau Pinang,28
17/9/2022,Pulau Pinang,71
18/9/2022,Pulau Pinang,23
19/9/2022,Pulau Pinang,44
20/9/2022,Pulau Pinang,30
21/9/2022,Pulau Pinang,53
22/9/2022,Pulau Pinang,65
23/9/2022,Pulau Pinang,47
